,lat1,lon1,lat2,lon2
0,34.01838,-118.29146,34.01838,-118.291425
1,34.01838,-118.291425,34.01838,-118.29139
2,34.01838,-118.29139,34.01837875,-118.29132625000001
3,34.01837875,-118.29132625000001,34.0183775,-118.2912625
4,34.0183775,-118.2912625,34.01837625,-118.29119875
5,34.01837625,-118.29119875,34.018375,-118.291135
6,34.018375,-118.291135,34.018373749999995,-118.29107125
7,34.018373749999995,-118.29107125,34.0183725,-118.2910075
8,34.0183725,-118.2910075,34.01837125,-118.29094375
9,34.01837125,-118.29094375,34.01837,-118.29088
10,34.01837,-118.29088,34.01837,-118.290818
11,34.01837,-118.290818,34.01837,-118.290756
12,34.01837,-118.290756,34.01837,-118.290694
13,34.01837,-118.290694,34.01837,-118.290632
14,34.01837,-118.290632,34.01837,-118.29057
15,34.01837,-118.29057,34.01837,-118.290525
16,34.01837,-118.290525,34.01837,-118.29048
17,34.01837,-118.29048,34.01837,-118.29042
18,34.01837,-118.29042,34.01837,-118.29036
19,34.01837,-118.29036,34.01837,-118.2903
20,34.01837,-118.2903,34.01837,-118.29024000000001
21,34.01837,-118.29024000000001,34.01837,-118.29018
22,34.01837,-118.29018,34.01833,-118.29018
23,34.01833,-118.29018,34.01829,-118.29018
24,34.01829,-118.29018,34.018292885,-118.29024399000001
25,34.018292885,-118.29024399000001,34.01829577,-118.29030798000001
26,34.01829577,-118.29030798000001,34.018298655,-118.29037197000001
27,34.018298655,-118.29037197000001,34.01830154,-118.29043596000001
28,34.01830154,-118.29043596000001,34.018304425,-118.29049995
29,34.018304425,-118.29049995,34.01830731,-118.29056394
30,34.01830731,-118.29056394,34.018310195,-118.29062793
31,34.018310195,-118.29062793,34.01831308,-118.29069192
32,34.01831308,-118.29069192,34.018315965,-118.29075591
33,34.018315965,-118.29075591,34.01831885,-118.2908199
34,34.01831885,-118.2908199,34.018321735,-118.29088389
35,34.018321735,-118.29088389,34.01832462,-118.29094788
36,34.01832462,-118.29094788,34.018327505,-118.29101187
37,34.018327505,-118.29101187,34.01833039,-118.29107586
38,34.01833039,-118.29107586,34.018333275,-118.29113985
39,34.018333275,-118.29113985,34.01833616,-118.29120384
40,34.01833616,-118.29120384,34.018339045,-118.29126783
41,34.018339045,-118.29126783,34.01834193,-118.29133182
42,34.01834193,-118.29133182,34.018344815,-118.29139581
43,34.018344815,-118.29139581,34.0183477,-118.2914598
44,34.0183477,-118.2914598,34.018345025,-118.291395835
45,34.018345025,-118.291395835,34.01834235,-118.29133187
46,34.01834235,-118.29133187,34.018339675,-118.291267905
47,34.018339675,-118.291267905,34.018337,-118.29120394
48,34.018337,-118.29120394,34.018334325,-118.291139975
49,34.018334325,-118.291139975,34.01833165,-118.29107601
50,34.01833165,-118.29107601,34.018328975,-118.291012045
51,34.018328975,-118.291012045,34.0183263,-118.29094808
52,34.0183263,-118.29094808,34.018323625,-118.290884115
53,34.018323625,-118.290884115,34.01832095,-118.29082015
54,34.01832095,-118.29082015,34.018318275,-118.290756185
55,34.018318275,-118.290756185,34.0183156,-118.29069222
56,34.0183156,-118.29069222,34.018312925,-118.290628255
57,34.018312925,-118.290628255,34.01831025,-118.29056429
58,34.01831025,-118.29056429,34.018307575,-118.29050032500001
59,34.018307575,-118.29050032500001,34.0183049,-118.29043636
60,34.0183049,-118.29043636,34.018302225,-118.290372395
61,34.018302225,-118.290372395,34.01829955,-118.29030843000001
62,34.01829955,-118.29030843000001,34.018296875,-118.290244465
63,34.018296875,-118.290244465,34.0182942,-118.2901805
64,34.0182942,-118.2901805,34.018332099999995,-118.29016025
65,34.018332099999995,-118.29016025,34.01837,-118.29014
66,34.01837,-118.29014,34.01837,-118.290078
67,34.01837,-118.290078,34.01837,-118.290016
68,34.01837,-118.290016,34.01837,-118.289954
69,34.01837,-118.289954,34.01837,-118.289892
70,34.01837,-118.289892,34.01837,-118.28983
