route_no,latitude,longitude
1778,34.01999,-118.29125
1778,34.02003,-118.29125
1778,34.02002,-118.29123
1778,34.0199,-118.29096
1778,34.01979,-118.29068
1778,34.01974,-118.29055
1778,34.01971,-118.29047
1778,34.01956,-118.29014
1778,34.01943,-118.28985
1778,34.01919,-118.2893
1778,34.0199907,-118.2912489
1778,34.0191858,-118.2893031
1779,34.01999,-118.29125
1779,34.02003,-118.29125
1779,34.02002,-118.29123
1779,34.0199,-118.29096
1779,34.01979,-118.29068
1779,34.01974,-118.29055
1779,34.01971,-118.29047
1779,34.01956,-118.29014
1779,34.01943,-118.28985
1779,34.01919,-118.2893
1779,34.0199907,-118.2912489
1779,34.0191858,-118.2893031
1780,34.01999,-118.29125
1780,34.01995,-118.29126
1780,34.01984,-118.291
1780,34.01973,-118.29072
1780,34.01966,-118.29055
1780,34.0195,-118.29018
1780,34.01936,-118.28989
1780,34.01912,-118.28935
1780,34.01886,-118.28876
1780,34.01883,-118.28868
1780,34.01886,-118.28866
1780,34.0199907,-118.2912489
1780,34.0188574,-118.2886625
1781,34.01999,-118.29125
1781,34.01995,-118.29126
1781,34.01984,-118.291
1781,34.01973,-118.29072
1781,34.01966,-118.29055
1781,34.0195,-118.29018
1781,34.01936,-118.28989
1781,34.01912,-118.28935
1781,34.01886,-118.28876
1781,34.01883,-118.28868
1781,34.01886,-118.28866
1781,34.0199907,-118.2912489
1781,34.0188574,-118.2886625
1782,34.01999,-118.29125
1782,34.01995,-118.29126
1782,34.01984,-118.291
1782,34.01973,-118.29072
1782,34.01966,-118.29055
1782,34.0195,-118.29018
1782,34.01936,-118.28989
1782,34.01912,-118.28935
1782,34.01886,-118.28876
1782,34.01883,-118.28868
1782,34.01886,-118.28866
1782,34.0199907,-118.2912489
1782,34.0188574,-118.2886625
1783,34.01999,-118.29125
1783,34.01995,-118.29126
1783,34.01984,-118.291
1783,34.01973,-118.29072
1783,34.01966,-118.29055
1783,34.0195,-118.29018
1783,34.01936,-118.28989
1783,34.01912,-118.28935
1783,34.01886,-118.28876
1783,34.01883,-118.28868
1783,34.01886,-118.28866
1783,34.0199907,-118.2912489
1783,34.0188574,-118.2886625
1784,34.01999,-118.29125
1784,34.01995,-118.29126
1784,34.01984,-118.291
1784,34.01973,-118.29072
1784,34.01966,-118.29055
1784,34.0195,-118.29018
1784,34.01936,-118.28989
1784,34.01912,-118.28935
1784,34.01886,-118.28876
1784,34.01883,-118.28868
1784,34.01886,-118.28866
1784,34.0199907,-118.2912489
1784,34.0188574,-118.2886625
1785,34.01999,-118.29125
1785,34.01995,-118.29126
1785,34.01984,-118.291
1785,34.01973,-118.29072
1785,34.01966,-118.29055
1785,34.0195,-118.29018
1785,34.01936,-118.28989
1785,34.01912,-118.28935
1785,34.01886,-118.28876
1785,34.01883,-118.28868
1785,34.01886,-118.28866
1785,34.0199907,-118.2912489
1785,34.0188574,-118.2886625
1786,34.01999,-118.29125
1786,34.01995,-118.29126
1786,34.01984,-118.291
1786,34.01973,-118.29072
1786,34.01966,-118.29055
1786,34.0195,-118.29018
1786,34.01936,-118.28989
1786,34.01912,-118.28935
1786,34.01886,-118.28876
1786,34.01883,-118.28868
1786,34.01886,-118.28866
1786,34.0199907,-118.2912489
1786,34.0188574,-118.2886625
1787,34.01999,-118.29125
1787,34.01995,-118.29126
1787,34.01984,-118.291
1787,34.01973,-118.29072
1787,34.01966,-118.29055
1787,34.0195,-118.29018
1787,34.01936,-118.28989
1787,34.01912,-118.28935
1787,34.01886,-118.28876
1787,34.01883,-118.28868
1787,34.01886,-118.28866
1787,34.0199907,-118.2912489
1787,34.0188574,-118.2886625
1788,34.01999,-118.29125
1788,34.01995,-118.29126
1788,34.01984,-118.291
1788,34.01973,-118.29072
1788,34.01966,-118.29055
1788,34.0195,-118.29018
1788,34.01936,-118.28989
1788,34.01912,-118.28935
1788,34.01886,-118.28876
1788,34.01883,-118.28868
1788,34.01886,-118.28866
1788,34.0199907,-118.2912489
1788,34.0188574,-118.2886625
1789,34.01999,-118.29125
1789,34.01995,-118.29126
1789,34.01984,-118.291
1789,34.01973,-118.29072
1789,34.01966,-118.29055
1789,34.0195,-118.29018
1789,34.01936,-118.28989
1789,34.01912,-118.28935
1789,34.01886,-118.28876
1789,34.01883,-118.28868
1789,34.01886,-118.28866
1789,34.0199907,-118.2912489
1789,34.0188574,-118.2886625
1790,34.01999,-118.29125
1790,34.01995,-118.29126
1790,34.01984,-118.291
1790,34.01973,-118.29072
1790,34.01966,-118.29055
1790,34.0195,-118.29018
1790,34.01936,-118.28989
1790,34.01912,-118.28935
1790,34.01886,-118.28876
1790,34.01883,-118.28868
1790,34.01886,-118.28866
1790,34.0199907,-118.2912489
1790,34.0188574,-118.2886625
1791,34.01999,-118.29125
1791,34.01995,-118.29126
1791,34.01984,-118.291
1791,34.01973,-118.29072
1791,34.01966,-118.29055
1791,34.0195,-118.29018
1791,34.01936,-118.28989
1791,34.01912,-118.28935
1791,34.01886,-118.28876
1791,34.01883,-118.28868
1791,34.01886,-118.28866
1791,34.0199907,-118.2912489
1791,34.0188574,-118.2886625
1792,34.01999,-118.29125
1792,34.01995,-118.29126
1792,34.01984,-118.291
1792,34.01973,-118.29072
1792,34.01966,-118.29055
1792,34.0195,-118.29018
1792,34.01936,-118.28989
1792,34.01912,-118.28935
1792,34.01886,-118.28876
1792,34.01883,-118.28868
1792,34.01886,-118.28866
1792,34.0199907,-118.2912489
1792,34.0188574,-118.2886625
1793,34.01999,-118.29125
1793,34.01995,-118.29126
1793,34.01984,-118.291
1793,34.01973,-118.29072
1793,34.01966,-118.29055
1793,34.0195,-118.29018
1793,34.01936,-118.28989
1793,34.01912,-118.28935
1793,34.01886,-118.28876
1793,34.01883,-118.28868
1793,34.01886,-118.28866
1793,34.0199907,-118.2912489
1793,34.0188574,-118.2886625
1794,34.01999,-118.29125
1794,34.01995,-118.29126
1794,34.01984,-118.291
1794,34.01973,-118.29072
1794,34.01966,-118.29055
1794,34.0195,-118.29018
1794,34.01936,-118.28989
1794,34.01912,-118.28935
1794,34.01886,-118.28876
1794,34.01883,-118.28868
1794,34.01886,-118.28866
1794,34.0199907,-118.2912489
1794,34.0188574,-118.2886625
1795,34.01999,-118.29125
1795,34.01995,-118.29126
1795,34.01984,-118.291
1795,34.01973,-118.29072
1795,34.01966,-118.29055
1795,34.0195,-118.29018
1795,34.01936,-118.28989
1795,34.01912,-118.28935
1795,34.01886,-118.28876
1795,34.01883,-118.28868
1795,34.01886,-118.28866
1795,34.0199907,-118.2912489
1795,34.0188574,-118.2886625
1796,34.01999,-118.29125
1796,34.01995,-118.29126
1796,34.01984,-118.291
1796,34.01973,-118.29072
1796,34.01966,-118.29055
1796,34.0195,-118.29018
1796,34.01936,-118.28989
1796,34.01912,-118.28935
1796,34.01886,-118.28876
1796,34.01883,-118.28868
1796,34.01886,-118.28866
1796,34.0199907,-118.2912489
1796,34.0188574,-118.2886625
1797,34.01999,-118.29125
1797,34.01995,-118.29126
1797,34.01984,-118.291
1797,34.01973,-118.29072
1797,34.01966,-118.29055
1797,34.0195,-118.29018
1797,34.01936,-118.28989
1797,34.01912,-118.28935
1797,34.01886,-118.28876
1797,34.01883,-118.28868
1797,34.01886,-118.28866
1797,34.0199907,-118.2912489
1797,34.0188574,-118.2886625
1798,34.01999,-118.29125
1798,34.01995,-118.29126
1798,34.01984,-118.291
1798,34.01973,-118.29072
1798,34.01966,-118.29055
1798,34.0195,-118.29018
1798,34.01936,-118.28989
1798,34.01912,-118.28935
1798,34.01886,-118.28876
1798,34.01883,-118.28868
1798,34.01886,-118.28866
1798,34.0199907,-118.2912489
1798,34.0188574,-118.2886625
1799,34.01999,-118.29125
1799,34.01995,-118.29126
1799,34.01984,-118.291
1799,34.01973,-118.29072
1799,34.01966,-118.29055
1799,34.0195,-118.29018
1799,34.01936,-118.28989
1799,34.01912,-118.28935
1799,34.01886,-118.28876
1799,34.01883,-118.28868
1799,34.01886,-118.28866
1799,34.0199907,-118.2912489
1799,34.0188574,-118.2886625
1800,34.01999,-118.29125
1800,34.01995,-118.29126
1800,34.01984,-118.291
1800,34.01973,-118.29072
1800,34.01966,-118.29055
1800,34.0195,-118.29018
1800,34.01936,-118.28989
1800,34.01912,-118.28935
1800,34.01886,-118.28876
1800,34.01883,-118.28868
1800,34.01886,-118.28866
1800,34.0199907,-118.2912489
1800,34.0188574,-118.2886625
1801,34.01999,-118.29125
1801,34.01995,-118.29126
1801,34.01984,-118.291
1801,34.01973,-118.29072
1801,34.01966,-118.29055
1801,34.0195,-118.29018
1801,34.01936,-118.28989
1801,34.01912,-118.28935
1801,34.01886,-118.28876
1801,34.01883,-118.28868
1801,34.01886,-118.28866
1801,34.0199907,-118.2912489
1801,34.0188574,-118.2886625
1802,34.01999,-118.29125
1802,34.01995,-118.29126
1802,34.01984,-118.291
1802,34.01973,-118.29072
1802,34.01966,-118.29055
1802,34.0195,-118.29018
1802,34.01936,-118.28989
1802,34.01912,-118.28935
1802,34.01886,-118.28876
1802,34.01883,-118.28868
1802,34.01886,-118.28866
1802,34.0199907,-118.2912489
1802,34.0188574,-118.2886625
1803,34.01999,-118.29125
1803,34.01995,-118.29126
1803,34.01984,-118.291
1803,34.01973,-118.29072
1803,34.01966,-118.29055
1803,34.0195,-118.29018
1803,34.01936,-118.28989
1803,34.01912,-118.28935
1803,34.01886,-118.28876
1803,34.01883,-118.28868
1803,34.01886,-118.28866
1803,34.0199907,-118.2912489
1803,34.0188574,-118.2886625
1804,34.01999,-118.29125
1804,34.01995,-118.29126
1804,34.01984,-118.291
1804,34.01973,-118.29072
1804,34.01966,-118.29055
1804,34.0195,-118.29018
1804,34.01936,-118.28989
1804,34.01912,-118.28935
1804,34.01886,-118.28876
1804,34.01883,-118.28868
1804,34.01886,-118.28866
1804,34.0199907,-118.2912489
1804,34.0188574,-118.2886625
1805,34.01999,-118.29125
1805,34.01995,-118.29126
1805,34.01984,-118.291
1805,34.01973,-118.29072
1805,34.01966,-118.29055
1805,34.0195,-118.29018
1805,34.01936,-118.28989
1805,34.01912,-118.28935
1805,34.01886,-118.28876
1805,34.01883,-118.28868
1805,34.01886,-118.28866
1805,34.0199907,-118.2912489
1805,34.0188574,-118.2886625
1806,34.01999,-118.29125
1806,34.01995,-118.29126
1806,34.01984,-118.291
1806,34.01973,-118.29072
1806,34.01966,-118.29055
1806,34.0195,-118.29018
1806,34.01936,-118.28989
1806,34.01912,-118.28935
1806,34.01886,-118.28876
1806,34.01883,-118.28868
1806,34.01886,-118.28866
1806,34.0199907,-118.2912489
1806,34.0188574,-118.2886625
1807,34.02003,-118.29125
1807,34.01995,-118.29126
1807,34.01984,-118.291
1807,34.01973,-118.29072
1807,34.01966,-118.29055
1807,34.0195,-118.29018
1807,34.01936,-118.28989
1807,34.01912,-118.28935
1807,34.01886,-118.28876
1807,34.0200267,-118.2912483
1807,34.0188607,-118.2887587
1808,34.02003,-118.29125
1808,34.01995,-118.29126
1808,34.01984,-118.291
1808,34.01973,-118.29072
1808,34.01966,-118.29055
1808,34.0195,-118.29018
1808,34.01936,-118.28989
1808,34.01912,-118.28935
1808,34.01886,-118.28876
1808,34.0200267,-118.2912483
1808,34.0188607,-118.2887587
1809,34.02003,-118.29125
1809,34.01995,-118.29126
1809,34.01984,-118.291
1809,34.01973,-118.29072
1809,34.01966,-118.29055
1809,34.0195,-118.29018
1809,34.01936,-118.28989
1809,34.01912,-118.28935
1809,34.01886,-118.28876
1809,34.0200267,-118.2912483
1809,34.0188607,-118.2887587
1810,34.02003,-118.29125
1810,34.01995,-118.29126
1810,34.01984,-118.291
1810,34.01973,-118.29072
1810,34.01966,-118.29055
1810,34.0195,-118.29018
1810,34.01936,-118.28989
1810,34.01912,-118.28935
1810,34.01886,-118.28876
1810,34.0200267,-118.2912483
1810,34.0188607,-118.2887587
1811,34.02003,-118.29125
1811,34.01995,-118.29126
1811,34.01984,-118.291
1811,34.01973,-118.29072
1811,34.01966,-118.29055
1811,34.0195,-118.29018
1811,34.01936,-118.28989
1811,34.01912,-118.28935
1811,34.01886,-118.28876
1811,34.0200267,-118.2912483
1811,34.0188607,-118.2887587
1812,34.02003,-118.29125
1812,34.01995,-118.29126
1812,34.01984,-118.291
1812,34.01973,-118.29072
1812,34.01966,-118.29055
1812,34.0195,-118.29018
1812,34.01936,-118.28989
1812,34.01912,-118.28935
1812,34.01886,-118.28876
1812,34.0200267,-118.2912483
1812,34.0188607,-118.2887587
1813,34.02003,-118.29125
1813,34.01995,-118.29126
1813,34.01984,-118.291
1813,34.01973,-118.29072
1813,34.01966,-118.29055
1813,34.0195,-118.29018
1813,34.01936,-118.28989
1813,34.01912,-118.28935
1813,34.01886,-118.28876
1813,34.0200267,-118.2912483
1813,34.0188607,-118.2887587
1814,34.02003,-118.29125
1814,34.01995,-118.29126
1814,34.01984,-118.291
1814,34.01973,-118.29072
1814,34.01966,-118.29055
1814,34.0195,-118.29018
1814,34.01936,-118.28989
1814,34.01912,-118.28935
1814,34.01886,-118.28876
1814,34.0200267,-118.2912483
1814,34.0188607,-118.2887587
1815,34.02003,-118.29125
1815,34.02003,-118.29124
1815,34.0199,-118.29096
1815,34.01979,-118.29068
1815,34.01974,-118.29055
1815,34.01971,-118.29047
1815,34.01956,-118.29014
1815,34.01943,-118.28985
1815,34.01919,-118.28931
1815,34.01892,-118.28872
1815,34.01889,-118.28864
1815,34.01886,-118.28866
1815,34.0200267,-118.2912483
1815,34.0188574,-118.2886625
1816,34.02003,-118.29125
1816,34.01995,-118.29126
1816,34.01984,-118.291
1816,34.01973,-118.29072
1816,34.01966,-118.29055
1816,34.0195,-118.29018
1816,34.01936,-118.28989
1816,34.01912,-118.28935
1816,34.01886,-118.28876
1816,34.0200267,-118.2912483
1816,34.0188607,-118.2887587
1817,34.02003,-118.29125
1817,34.02003,-118.29124
1817,34.0199,-118.29096
1817,34.01979,-118.29068
1817,34.01974,-118.29055
1817,34.01971,-118.29047
1817,34.01956,-118.29014
1817,34.01943,-118.28985
1817,34.01919,-118.28931
1817,34.01892,-118.28872
1817,34.01889,-118.28864
1817,34.01886,-118.28866
1817,34.0200267,-118.2912483
1817,34.0188574,-118.2886625
1818,34.02003,-118.29125
1818,34.02003,-118.29124
1818,34.0199,-118.29096
1818,34.01979,-118.29068
1818,34.01974,-118.29055
1818,34.01971,-118.29047
1818,34.01956,-118.29014
1818,34.01943,-118.28985
1818,34.01919,-118.28931
1818,34.01892,-118.28872
1818,34.01889,-118.28864
1818,34.0200267,-118.2912483
1818,34.0188851,-118.2886417
1819,34.02003,-118.29125
1819,34.02003,-118.29124
1819,34.0199,-118.29096
1819,34.01979,-118.29068
1819,34.01974,-118.29055
1819,34.01971,-118.29047
1819,34.01956,-118.29014
1819,34.01943,-118.28985
1819,34.01919,-118.28931
1819,34.01892,-118.28872
1819,34.0200267,-118.2912483
1819,34.0189231,-118.2887154
1820,34.02003,-118.29125
1820,34.02003,-118.29124
1820,34.0199,-118.29096
1820,34.01979,-118.29068
1820,34.01974,-118.29055
1820,34.01971,-118.29047
1820,34.01956,-118.29014
1820,34.01943,-118.28985
1820,34.01919,-118.28931
1820,34.0200267,-118.2912483
1820,34.0191869,-118.2893058
1821,34.02003,-118.29125
1821,34.02003,-118.29124
1821,34.0199,-118.29096
1821,34.01979,-118.29068
1821,34.01974,-118.29055
1821,34.01971,-118.29047
1821,34.01956,-118.29014
1821,34.01943,-118.28985
1821,34.0200267,-118.2912483
1821,34.0194253,-118.2898509
1822,34.02003,-118.29125
1822,34.02003,-118.29124
1822,34.0199,-118.29096
1822,34.01979,-118.29068
1822,34.01974,-118.29055
1822,34.01971,-118.29047
1822,34.01956,-118.29014
1822,34.0200267,-118.2912483
1822,34.019563,-118.2901415
1823,34.02003,-118.29125
1823,34.02003,-118.29124
1823,34.0199,-118.29096
1823,34.01979,-118.29068
1823,34.01974,-118.29055
1823,34.01971,-118.29047
1823,34.01956,-118.29014
1823,34.0200267,-118.2912483
1823,34.019563,-118.2901415
1824,34.02003,-118.29125
1824,34.02003,-118.29124
1824,34.0199,-118.29096
1824,34.01979,-118.29068
1824,34.01974,-118.29055
1824,34.0200267,-118.2912483
1824,34.0197396,-118.2905474
1825,34.02003,-118.29125
1825,34.02003,-118.29124
1825,34.0199,-118.29096
1825,34.0200267,-118.2912483
1825,34.0199038,-118.2909624
1826,34.02003,-118.29125
1826,34.02003,-118.29124
1826,34.0200267,-118.2912483
1826,34.0200265,-118.2912377
1827,34.02004,-118.29125
1827,34.02003,-118.29125
1827,34.0200443,-118.2912484
1827,34.0200314,-118.2912485
1828,34.02003,-118.29125
1828,34.02003,-118.29124
1828,34.0199,-118.29096
1828,34.01979,-118.29068
1828,34.0200267,-118.2912483
1828,34.0197935,-118.2906836
1829,34.02003,-118.29125
1829,34.02003,-118.29124
1829,34.0199,-118.29096
1829,34.01979,-118.29068
1829,34.01974,-118.29055
1829,34.0200267,-118.2912483
1829,34.0197396,-118.2905474
1830,34.02003,-118.29125
1830,34.02003,-118.29124
1830,34.0199,-118.29096
1830,34.01979,-118.29068
1830,34.01974,-118.29055
1830,34.01971,-118.29047
1830,34.01956,-118.29014
1830,34.01943,-118.28985
1830,34.01919,-118.28931
1830,34.01892,-118.28872
1830,34.01889,-118.28864
1830,34.0200267,-118.2912483
1830,34.0188851,-118.2886417
1831,34.02003,-118.29125
1831,34.02003,-118.29124
1831,34.0199,-118.29096
1831,34.01979,-118.29068
1831,34.01974,-118.29055
1831,34.0200267,-118.2912483
1831,34.0197396,-118.2905474
1832,34.02003,-118.29125
1832,34.02003,-118.29124
1832,34.0199,-118.29096
1832,34.01979,-118.29068
1832,34.01974,-118.29055
1832,34.0200267,-118.2912483
1832,34.0197396,-118.2905474
1833,34.02003,-118.29125
1833,34.02003,-118.29124
1833,34.0199,-118.29096
1833,34.01979,-118.29068
1833,34.01974,-118.29055
1833,34.0200267,-118.2912483
1833,34.0197396,-118.2905474
1834,34.02003,-118.29125
1834,34.02003,-118.29124
1834,34.0199,-118.29096
1834,34.01979,-118.29068
1834,34.01974,-118.29055
1834,34.01971,-118.29047
1834,34.0200267,-118.2912483
1834,34.0197072,-118.2904699
1835,34.02003,-118.29125
1835,34.02003,-118.29124
1835,34.0199,-118.29096
1835,34.01979,-118.29068
1835,34.01974,-118.29055
1835,34.0200267,-118.2912483
1835,34.0197396,-118.2905474
1836,34.02003,-118.29125
1836,34.02003,-118.29124
1836,34.0199,-118.29096
1836,34.01979,-118.29068
1836,34.01974,-118.29055
1836,34.0200267,-118.2912483
1836,34.0197396,-118.2905474
1837,34.02003,-118.29125
1837,34.02003,-118.29124
1837,34.0199,-118.29096
1837,34.01979,-118.29068
1837,34.01974,-118.29055
1837,34.0200267,-118.2912483
1837,34.0197396,-118.2905474
1838,34.02003,-118.29125
1838,34.02003,-118.29124
1838,34.0199,-118.29096
1838,34.01979,-118.29068
1838,34.01974,-118.29055
1838,34.0200267,-118.2912483
1838,34.0197396,-118.2905474
1839,34.02003,-118.29125
1839,34.02003,-118.29124
1839,34.0199,-118.29096
1839,34.01979,-118.29068
1839,34.01974,-118.29055
1839,34.0200267,-118.2912483
1839,34.0197396,-118.2905474
1840,34.02003,-118.29125
1840,34.02003,-118.29124
1840,34.0199,-118.29096
1840,34.01979,-118.29068
1840,34.01974,-118.29055
1840,34.0200267,-118.2912483
1840,34.0197396,-118.2905474
1841,34.02003,-118.29125
1841,34.02003,-118.29124
1841,34.0199,-118.29096
1841,34.01979,-118.29068
1841,34.01974,-118.29055
1841,34.0200267,-118.2912483
1841,34.0197396,-118.2905474
1842,34.02003,-118.29125
1842,34.02003,-118.29124
1842,34.0199,-118.29096
1842,34.01979,-118.29068
1842,34.01974,-118.29055
1842,34.0200267,-118.2912483
1842,34.0197396,-118.2905474
1843,34.02003,-118.29125
1843,34.02003,-118.29124
1843,34.0199,-118.29096
1843,34.01979,-118.29068
1843,34.01974,-118.29055
1843,34.0200267,-118.2912483
1843,34.0197396,-118.2905474
1844,34.02003,-118.29125
1844,34.02003,-118.29124
1844,34.0199,-118.29096
1844,34.01979,-118.29068
1844,34.01974,-118.29055
1844,34.0200267,-118.2912483
1844,34.0197396,-118.2905474
1845,34.02003,-118.29125
1845,34.02003,-118.29124
1845,34.0199,-118.29096
1845,34.01979,-118.29068
1845,34.01974,-118.29055
1845,34.0200267,-118.2912483
1845,34.0197396,-118.2905474
1846,34.02003,-118.29125
1846,34.02003,-118.29124
1846,34.0199,-118.29096
1846,34.01979,-118.29068
1846,34.01974,-118.29055
1846,34.0200267,-118.2912483
1846,34.0197396,-118.2905474
1847,34.02003,-118.29125
1847,34.02003,-118.29124
1847,34.0199,-118.29096
1847,34.01979,-118.29068
1847,34.01974,-118.29055
1847,34.0200267,-118.2912483
1847,34.0197396,-118.2905474
1848,34.02003,-118.29125
1848,34.02003,-118.29124
1848,34.0199,-118.29096
1848,34.01979,-118.29068
1848,34.01974,-118.29055
1848,34.0200267,-118.2912483
1848,34.0197396,-118.2905474
1849,34.02003,-118.29125
1849,34.02003,-118.29124
1849,34.0199,-118.29096
1849,34.01979,-118.29068
1849,34.01974,-118.29055
1849,34.0200267,-118.2912483
1849,34.0197396,-118.2905474
1850,34.02003,-118.29125
1850,34.02003,-118.29124
1850,34.0199,-118.29096
1850,34.01979,-118.29068
1850,34.01974,-118.29055
1850,34.0200267,-118.2912483
1850,34.0197396,-118.2905474
1851,34.02003,-118.29125
1851,34.02003,-118.29124
1851,34.0199,-118.29096
1851,34.01979,-118.29068
1851,34.01974,-118.29055
1851,34.0200267,-118.2912483
1851,34.0197396,-118.2905474
1852,34.02003,-118.29125
1852,34.02003,-118.29124
1852,34.0199,-118.29096
1852,34.01979,-118.29068
1852,34.01974,-118.29055
1852,34.0200267,-118.2912483
1852,34.0197396,-118.2905474
1853,34.02003,-118.29125
1853,34.02003,-118.29124
1853,34.0199,-118.29096
1853,34.01979,-118.29068
1853,34.01974,-118.29055
1853,34.0200267,-118.2912483
1853,34.0197396,-118.2905474
1854,34.02003,-118.29125
1854,34.02003,-118.29124
1854,34.0199,-118.29096
1854,34.01979,-118.29068
1854,34.01974,-118.29055
1854,34.0200267,-118.2912483
1854,34.0197396,-118.2905474
1855,34.02003,-118.29125
1855,34.02003,-118.29124
1855,34.0199,-118.29096
1855,34.01979,-118.29068
1855,34.01974,-118.29055
1855,34.0200267,-118.2912483
1855,34.0197396,-118.2905474
1856,34.02003,-118.29125
1856,34.02003,-118.29124
1856,34.0199,-118.29096
1856,34.01979,-118.29068
1856,34.01974,-118.29055
1856,34.0200267,-118.2912483
1856,34.0197396,-118.2905474
1857,34.02003,-118.29125
1857,34.02003,-118.29124
1857,34.0199,-118.29096
1857,34.01979,-118.29068
1857,34.01974,-118.29055
1857,34.01971,-118.29047
1857,34.01956,-118.29014
1857,34.01943,-118.28985
1857,34.01919,-118.2893
1857,34.0200267,-118.2912483
1857,34.0191858,-118.2893031
1858,34.02003,-118.29125
1858,34.02003,-118.29124
1858,34.0199,-118.29096
1858,34.01979,-118.29068
1858,34.01974,-118.29055
1858,34.01971,-118.29047
1858,34.01956,-118.29014
1858,34.01943,-118.28985
1858,34.01919,-118.2893
1858,34.0200267,-118.2912483
1858,34.0191858,-118.2893031
1859,34.02003,-118.29125
1859,34.02003,-118.29124
1859,34.0199,-118.29096
1859,34.01979,-118.29068
1859,34.01974,-118.29055
1859,34.01971,-118.29047
1859,34.01956,-118.29014
1859,34.01943,-118.28985
1859,34.01919,-118.2893
1859,34.0200267,-118.2912483
1859,34.0191858,-118.2893031
1860,34.02003,-118.29125
1860,34.02003,-118.29124
1860,34.0199,-118.29096
1860,34.01979,-118.29068
1860,34.01974,-118.29055
1860,34.01971,-118.29047
1860,34.01956,-118.29014
1860,34.01943,-118.28985
1860,34.01919,-118.2893
1860,34.0200267,-118.2912483
1860,34.0191858,-118.2893031
1861,34.02003,-118.29125
1861,34.02003,-118.29124
1861,34.0199,-118.29096
1861,34.01979,-118.29068
1861,34.01974,-118.29055
1861,34.01971,-118.29047
1861,34.01956,-118.29014
1861,34.01943,-118.28985
1861,34.01919,-118.2893
1861,34.0200267,-118.2912483
1861,34.0191858,-118.2893031
1862,34.02003,-118.29125
1862,34.02003,-118.29124
1862,34.0199,-118.29096
1862,34.01979,-118.29068
1862,34.01974,-118.29055
1862,34.01971,-118.29047
1862,34.01956,-118.29014
1862,34.01943,-118.28985
1862,34.01919,-118.2893
1862,34.0200267,-118.2912483
1862,34.0191858,-118.2893031
1863,34.02003,-118.29125
1863,34.02003,-118.29124
1863,34.0199,-118.29096
1863,34.01979,-118.29068
1863,34.01974,-118.29055
1863,34.01971,-118.29047
1863,34.01956,-118.29014
1863,34.01943,-118.28985
1863,34.01919,-118.2893
1863,34.0200267,-118.2912483
1863,34.0191858,-118.2893031
1864,34.02003,-118.29125
1864,34.02003,-118.29124
1864,34.0199,-118.29096
1864,34.01979,-118.29068
1864,34.01974,-118.29055
1864,34.01971,-118.29047
1864,34.01956,-118.29014
1864,34.01943,-118.28985
1864,34.01919,-118.2893
1864,34.0200267,-118.2912483
1864,34.0191858,-118.2893031
1865,34.02003,-118.29125
1865,34.02003,-118.29124
1865,34.0199,-118.29096
1865,34.01979,-118.29068
1865,34.01974,-118.29055
1865,34.01971,-118.29047
1865,34.01956,-118.29014
1865,34.01943,-118.28985
1865,34.01919,-118.2893
1865,34.0200267,-118.2912483
1865,34.0191858,-118.2893031
1866,34.02003,-118.29125
1866,34.02003,-118.29124
1866,34.0199,-118.29096
1866,34.01979,-118.29068
1866,34.01974,-118.29055
1866,34.01971,-118.29047
1866,34.01956,-118.29014
1866,34.01943,-118.28985
1866,34.01919,-118.28931
1866,34.01892,-118.28872
1866,34.01889,-118.28864
1866,34.0200267,-118.2912483
1866,34.0188851,-118.2886417
1867,34.02003,-118.29125
1867,34.02003,-118.29124
1867,34.0199,-118.29096
1867,34.01979,-118.29068
1867,34.01974,-118.29055
1867,34.01971,-118.29047
1867,34.01956,-118.29014
1867,34.01943,-118.28985
1867,34.01919,-118.28931
1867,34.01892,-118.28872
1867,34.01889,-118.28864
1867,34.0200267,-118.2912483
1867,34.0188851,-118.2886417
1868,34.02003,-118.29125
1868,34.02003,-118.29124
1868,34.0199,-118.29096
1868,34.01979,-118.29068
1868,34.01974,-118.29055
1868,34.01971,-118.29047
1868,34.01956,-118.29014
1868,34.01943,-118.28985
1868,34.01919,-118.28931
1868,34.01892,-118.28872
1868,34.01889,-118.28864
1868,34.0200267,-118.2912483
1868,34.0188851,-118.2886417
1869,34.02003,-118.29125
1869,34.02003,-118.29124
1869,34.0199,-118.29096
1869,34.01979,-118.29068
1869,34.01974,-118.29055
1869,34.01971,-118.29047
1869,34.01956,-118.29014
1869,34.01943,-118.28985
1869,34.01919,-118.28931
1869,34.01892,-118.28872
1869,34.01889,-118.28864
1869,34.0200267,-118.2912483
1869,34.0188851,-118.2886417
1870,34.02003,-118.29125
1870,34.02003,-118.29124
1870,34.0199,-118.29096
1870,34.01979,-118.29068
1870,34.01974,-118.29055
1870,34.01971,-118.29047
1870,34.01956,-118.29014
1870,34.01943,-118.28985
1870,34.01919,-118.28931
1870,34.01892,-118.28872
1870,34.01889,-118.28864
1870,34.0200267,-118.2912483
1870,34.0188851,-118.2886417
1871,34.02003,-118.29125
1871,34.02003,-118.29124
1871,34.0199,-118.29096
1871,34.01979,-118.29068
1871,34.01974,-118.29055
1871,34.01971,-118.29047
1871,34.01956,-118.29014
1871,34.01943,-118.28985
1871,34.01919,-118.28931
1871,34.01892,-118.28872
1871,34.01889,-118.28864
1871,34.0200267,-118.2912483
1871,34.0188851,-118.2886417
1872,34.02003,-118.29125
1872,34.02003,-118.29124
1872,34.0199,-118.29096
