,lon,lat
265,-118.28804,34.02353
266,-118.28773000000001,34.024029999999996
267,-118.28759,34.02424
268,-118.28756000000001,34.0243
269,-118.28753999999999,34.02435
270,-118.28738,34.02453
271,-118.28726999999999,34.02471
272,-118.2872663,34.024705499999996
273,-118.29008999999999,34.02046
274,-118.28986,34.02081
275,-118.28958999999999,34.02125
276,-118.28856999999999,34.02284
277,-118.28811,34.02357
278,-118.28781000000001,34.02406
279,-118.28765,34.0243
280,-118.28761000000002,34.02438
281,-118.28746000000001,34.02456
282,-118.28733999999999,34.02474
283,-118.28716000000001,34.025040000000004
284,-118.28716329999999,34.02504129999999
285,-118.2878085,34.0240594
286,-118.2897869,34.0207785
287,-118.28955649999999,34.0211477
288,-118.2886821,34.0188269
289,-118.2893466,34.0191235
290,-118.29096329999999,34.0199042
291,-118.2909614,34.0199034
292,-118.29125,34.01999
293,-118.2912489,34.0199907
294,-118.29125,34.02003
295,-118.29125,34.02004
296,-118.29124840000001,34.020044299999995
297,-118.2912483,34.0200267
298,-118.29124850000001,34.0200314
299,-118.29057,34.019709999999996
300,-118.2905669,34.019709000000006
301,-118.2873435,34.0247385
302,-118.2898639,34.0208119
303,-118.2901,34.02037
304,-118.290098,34.0203706
305,-118.2900108,34.020428
306,-118.28902,34.02198
307,-118.2890237,34.0219782
308,-118.29005,34.02044
309,-118.28941,34.02016
310,-118.29004909999999,34.020445
311,-118.2881772,34.019617700000005
312,-118.29005,34.02043
313,-118.29005459999999,34.020433000000004
314,-118.29006000000001,34.02045
315,-118.28751000000001,34.01933
316,-118.28681,34.019020000000005
317,-118.2863,34.0188
318,-118.2863037,34.0187994
319,-118.28940690000002,34.020159899999996
320,-118.28613999999999,34.01878
321,-118.2861402,34.0187774
322,-118.28608999999999,34.01877
323,-118.28596999999999,34.01872
324,-118.28572,34.018609999999995
325,-118.28563999999999,34.01859
326,-118.28558999999998,34.01858
327,-118.28554,34.018570000000004
328,-118.28528999999999,34.01845
329,-118.2852857,34.018452
330,-118.28986,34.02234
331,-118.28995,34.02238
332,-118.29045,34.0226
333,-118.29048999999999,34.0226
334,-118.28985619999999,34.0223398
335,-118.29048610000001,34.0226027
336,-118.28976999999999,34.0223
337,-118.28967,34.0223
338,-118.28901,34.02197
339,-118.28898000000001,34.02195
340,-118.28889,34.02191
341,-118.28901200000001,34.0219964
342,-118.28901189999999,34.0219966
343,-118.28981,34.0224
344,-118.28991,34.02245
345,-118.29042,34.02267
346,-118.29047,34.02268
347,-118.29051000000001,34.02267
348,-118.29075,34.02279
349,-118.29088999999999,34.02285
350,-118.29111,34.02295
351,-118.29123999999999,34.023
352,-118.29131000000001,34.02303
353,-118.29141000000001,34.02303
354,-118.29145,34.02305
355,-118.2898149,34.0224031
356,-118.291448,34.0230495
357,-118.29140670000001,34.0230323
358,-118.29057,34.02262
359,-118.29057040000002,34.0226217
360,-118.2868,34.020990000000005
361,-118.28641,34.02082
362,-118.28608,34.02068
363,-118.28591999999999,34.0206
364,-118.2859213,34.020604399999996
365,-118.28573,34.02052
366,-118.28551999999999,34.02043
367,-118.28533999999999,34.02035
368,-118.28518000000001,34.02032
369,-118.28506000000002,34.02023
370,-118.28506200000001,34.0202286
371,-118.28492,34.02016
372,-118.28486000000001,34.0201
373,-118.28426999999999,34.01984
374,-118.28419,34.0198
375,-118.2841922,34.019804799999996
376,-118.28414,34.01978
377,-118.28413559999998,34.0197797
378,-118.28413,34.01978
379,-118.28386,34.01965
380,-118.28385530000001,34.0196535
381,-118.28383999999998,34.01964
382,-118.28376000000002,34.01961
383,-118.28375859999998,34.0196105
384,-118.28351,34.0195
385,-118.28347,34.01956
386,-118.2834665,34.0195648
387,-118.28315,34.01934
388,-118.28311000000001,34.01941
389,-118.28310800000001,34.0194077
390,-118.28303999999999,34.0193
391,-118.2830405,34.0192971
392,-118.28296,34.019259999999996
393,-118.2829638,34.01926339999999
394,-118.28285,34.01921
395,-118.28275,34.01921
396,-118.28263999999999,34.01916
397,-118.28216,34.01895
398,-118.28205,34.01889
399,-118.2820538,34.018893799999994
400,-118.2851797,34.0203161
401,-118.28641409999999,34.0208201
402,-118.28905,34.022009999999995
403,-118.28973,34.02237
404,-118.2890503,34.0220133
405,-118.2900379,34.020385100000006
406,-118.28708999999999,34.025009999999995
407,-118.28705,34.025079999999996
408,-118.287,34.02516
409,-118.28693999999999,34.025259999999996
410,-118.28683000000001,34.02543
411,-118.28678000000001,34.0255
412,-118.28665,34.02564
413,-118.2866,34.02571
414,-118.28651,34.02583
415,-118.28641,34.025929999999995
416,-118.28621000000001,34.02616
417,-118.28607,34.02632
418,-118.28606,34.026340000000005
419,-118.28596999999999,34.02644
420,-118.2859,34.026540000000004
421,-118.28586999999999,34.026579999999996
422,-118.28584,34.02664
423,-118.28581000000001,34.0267
424,-118.28578,34.026759999999996
425,-118.28577,34.0268
426,-118.28573999999999,34.026920000000004
427,-118.28571000000001,34.02701
428,-118.2857,34.02706
429,-118.28568,34.0271
430,-118.28562,34.02717
431,-118.28556,34.02724
432,-118.28549,34.02728
433,-118.28541000000001,34.02731
434,-118.28533999999999,34.02734
435,-118.28527,34.02735
436,-118.28522,34.02735
437,-118.28508000000001,34.02735
438,-118.28508459999999,34.02735429999999
439,-118.29005749999999,34.020354299999994
440,-118.2895925,34.0212456
441,-118.28721999999999,34.02494
442,-118.28722179999998,34.0249429
443,-118.28714,34.02491
444,-118.287144,34.024911100000004
445,-118.2900875,34.02046179999999
446,-118.28857350000001,34.0228445
447,-118.2884966,34.0228112
448,-118.28766999999999,34.02427
449,-118.2875932,34.024237799999995
450,-118.2870872,34.0250066
451,-118.28713,34.02502
452,-118.28712720000001,34.0250247
453,-118.2871268,34.0250245
454,-118.28736,34.02513
455,-118.28761999999999,34.025240000000004
456,-118.28778,34.02531
457,-118.28796000000001,34.02536
458,-118.28803,34.02537
459,-118.28811999999999,34.02539
460,-118.28823,34.0254
461,-118.28823190000001,34.025403999999995
462,-118.28828,34.02541
463,-118.28835,34.02541
464,-118.28838999999999,34.025420000000004
465,-118.28839369999999,34.0254164
466,-118.28845,34.025420000000004
467,-118.2884475,34.025418200000004
468,-118.28846000000001,34.025420000000004
469,-118.28893000000001,34.025420000000004
470,-118.2889311,34.0254184
471,-118.28936000000002,34.025420000000004
472,-118.2893646,34.025417600000004
473,-118.28945,34.025420000000004
474,-118.28995,34.025420000000004
475,-118.28995139999999,34.0254164
476,-118.291,34.025420000000004
477,-118.29100090000001,34.0254162
478,-118.28995159999998,34.0254164
479,-118.28665,34.024809999999995
480,-118.28618,34.02458
481,-118.28591999999999,34.02446
482,-118.28551999999999,34.02427
483,-118.28532,34.02418
484,-118.28515,34.0241
485,-118.28488999999999,34.023990000000005
486,-118.28466999999999,34.02389
487,-118.28408,34.02363
488,-118.28403999999999,34.02361
489,-118.28391,34.023559999999996
490,-118.28385,34.02353
491,-118.28385159999998,34.0235281
492,-118.28532050000001,34.024179499999995
493,-118.28345,34.02335
494,-118.28341,34.023340000000005
495,-118.2833,34.02329
496,-118.28308999999999,34.02319
497,-118.28289,34.023109999999996
498,-118.28268999999999,34.02302
499,-118.28242,34.0229
500,-118.28199,34.02271
501,-118.28133999999999,34.022420000000004
502,-118.28095,34.02225
503,-118.28079,34.02217
504,-118.2803,34.02195
505,-118.28015,34.021879999999996
506,-118.2801489,34.021884299999996
507,-118.28030220000001,34.0219526
508,-118.2882314,34.0254039
509,-118.2882324,34.025403999999995
510,-118.287047,34.0250756
511,-118.28846000000001,34.02545
512,-118.2884571,34.025454499999995
513,-118.28843,34.02536
514,-118.28843,34.02532
515,-118.28843,34.0253
516,-118.28845,34.025240000000004
517,-118.28849,34.02519
518,-118.2886,34.025009999999995
519,-118.28868999999999,34.02486
520,-118.2887,34.02485
521,-118.28871000000001,34.024840000000005
522,-118.28871000000001,34.02482
523,-118.28871000000001,34.024809999999995
524,-118.28871000000001,34.0248
525,-118.2887,34.0248
526,-118.2887,34.02479
527,-118.28867,34.02478
528,-118.28856999999999,34.02473
529,-118.28838,34.02465
530,-118.288,34.02448
531,-118.28778,34.024370000000005
532,-118.28777649999999,34.0243658
533,-118.28892739999999,34.0254184
534,-118.28945139999999,34.0254174
535,-118.28761999999999,34.024370000000005
536,-118.28762240000002,34.0243674
537,-118.288458,34.0254185
538,-118.28936999999999,34.02545
539,-118.2893652,34.025453999999996
540,-118.28941,34.025420000000004
541,-118.2894085,34.025417499999996
542,-118.28995,34.02545
543,-118.28995,34.0252
544,-118.28996000000001,34.0251
545,-118.28997,34.025059999999996
546,-118.28997,34.02503
547,-118.28998,34.025
548,-118.29,34.02496
549,-118.29003,34.02491
550,-118.29008999999999,34.0248
551,-118.2901,34.02478
552,-118.29011000000001,34.02476
553,-118.29012,34.02475
554,-118.29015,34.02473
555,-118.28995149999999,34.0254524
556,-118.2901524,34.0247347
557,-118.28735859999999,34.0251316
558,-118.2882831,34.0254102
559,-118.29100079999999,34.0254162
560,-118.291001,34.0254162
561,-118.29149,34.02541
562,-118.2914912,34.025414000000005
563,-118.2914597,34.0189141
564,-118.29144690000001,34.020898700000004
565,-118.291451,34.0246955
566,-118.2914465,34.0231114
567,-118.2914527,34.0249815
568,-118.29145,34.0255
569,-118.29146000000001,34.02557
570,-118.2914527,34.024981
571,-118.2914642,34.025574
572,-118.29149,34.0247
573,-118.29149440000002,34.0246951
574,-118.29128999999999,34.0247
575,-118.29123,34.02471
576,-118.29121,34.02471
577,-118.29118000000001,34.02472
578,-118.29115,34.02472
579,-118.29111999999999,34.02473
580,-118.29109,34.02473
581,-118.29105,34.02473
582,-118.29101000000001,34.02474
583,-118.29073999999999,34.02473
584,-118.29018,34.02473
585,-118.29015,34.02474
586,-118.2899519,34.025202
587,-118.2912332,34.0247066
588,-118.29149,34.02401
589,-118.29149270000002,34.0240065
590,-118.29126000000001,34.024
591,-118.29126380000001,34.0240035
592,-118.2914465,34.0231106
593,-118.29149,34.023070000000004
594,-118.29135,34.02297
595,-118.29127,34.022940000000006
596,-118.29115,34.022890000000004
597,-118.29093,34.02279
598,-118.29078999999999,34.02272
599,-118.291491,34.0230674
600,-118.28995149999999,34.0223825
601,-118.28967490000001,34.022299
602,-118.2842729,34.0198406
603,-118.28413490000001,34.019779299999996
604,-118.2838352,34.0196444
605,-118.28350690000002,34.01950120000001
606,-118.28314850000001,34.0193441
607,-118.28314840000002,34.0193441
608,-118.2821638,34.0189472
609,-118.29145,34.022040000000004
610,-118.2914452,34.022039500000005
611,-118.29144,34.022059999999996
612,-118.29125,34.022009999999995
613,-118.29111,34.02195
614,-118.29088999999999,34.021840000000005
615,-118.29081000000001,34.021809999999995
616,-118.29035,34.02159
617,-118.2914449,34.0220585
618,-118.2908905,34.0218438
619,-118.29128999999999,34.02202
620,-118.29129009999998,34.022021
621,-118.29111409999999,34.0219499
622,-118.29133,34.02196
623,-118.29132709999999,34.0219559
624,-118.29128999999999,34.02194
625,-118.29115,34.02189
626,-118.29088999999999,34.02176
627,-118.29038999999999,34.02153
628,-118.29089479999999,34.021763
629,-118.2903902,34.021530600000006
630,-118.29116,34.02189
631,-118.2911561,34.0218869
632,-118.28891999999999,34.02087
633,-118.288923,34.0208724
634,-118.2911129,34.021949299999996
635,-118.29111999999999,34.02195
636,-118.29111529999999,34.021950399999994
637,-118.28862,34.02074
638,-118.28846999999999,34.02067
639,-118.28837,34.02063
640,-118.28831000000001,34.02061
641,-118.28813000000001,34.02053
642,-118.2881305,34.020534600000005
643,-118.28766999999999,34.02033
644,-118.28767040000001,34.0203257
645,-118.28755,34.020270000000004
646,-118.2875482,34.0202658
647,-118.28725,34.020140000000005
648,-118.28724679999999,34.020135499999995
649,-118.2869,34.01999
650,-118.2868996,34.0199855
651,-118.28686,34.01997
652,-118.28683000000001,34.01995
653,-118.28678000000001,34.02002
654,-118.28678300000001,34.0200151
655,-118.28669,34.019890000000004
656,-118.28658999999999,34.01988
657,-118.28655,34.01985
658,-118.28654640000002,34.019847
659,-118.28586000000001,34.019529999999996
660,-118.2858604,34.0195277
661,-118.29091000000001,34.021809999999995
662,-118.29093,34.02178
663,-118.29091159999999,34.0218115
664,-118.29077,34.02203
665,-118.29077,34.022040000000004
666,-118.29078,34.02207
667,-118.29078,34.0221
668,-118.29078,34.02212
669,-118.29078,34.02215
670,-118.29078,34.02218
671,-118.29076,34.022220000000004
672,-118.29075,34.022259999999996
673,-118.29066,34.02243
674,-118.2905054,34.022674200000004
675,-118.2912514,34.0220059
676,-118.290348,34.0215934
677,-118.28763000000001,34.020309999999995
678,-118.28763319999999,34.0203075
679,-118.2875472,34.0202653
680,-118.2868625,34.019969399999994
681,-118.28888,34.02094
682,-118.28858000000001,34.0208
683,-118.28843,34.02073
684,-118.28833999999999,34.0207
685,-118.28827,34.02067
686,-118.28809,34.0206
687,-118.2877,34.02043
688,-118.28761999999999,34.02039
689,-118.28751000000001,34.02033
690,-118.28721000000002,34.0202
691,-118.28720659999999,34.020199299999994
692,-118.28686,34.02005
693,-118.28685949999999,34.0200493
694,-118.2908149,34.0218084
695,-118.29128899999999,34.0219411
696,-118.2896,34.021159999999995
697,-118.28959609999998,34.021165
698,-118.28959520000001,34.021164500000005
699,-118.2890216,34.0219815
700,-118.2878,34.02036
701,-118.28779750000001,34.0203586
702,-118.28772,34.02033
703,-118.2877205,34.0203254
704,-118.2890437,34.0183855
705,-118.28844129999999,34.019183399999996
706,-118.28862649999999,34.0189054
707,-118.28773999999999,34.02036
708,-118.2877449,34.020365000000005
709,-118.29115490000001,34.0218863
710,-118.28775,34.02037
711,-118.28774779999999,34.0203664
712,-118.28799779999999,34.0200393
713,-118.2881771,34.019617700000005
714,-118.28759,34.02037
715,-118.28773999999999,34.02045
716,-118.28758899999998,34.02036939999999
717,-118.28768889999999,34.0204206
718,-118.28750600000001,34.0203286
719,-118.28686200000001,34.019969200000006
720,-118.28681999999999,34.02003
721,-118.28682179999998,34.020033000000005
722,-118.28663999999999,34.01995
723,-118.28682079999999,34.0200325
724,-118.28686299999998,34.019969700000004
725,-118.2868,34.01998
726,-118.2867,34.020140000000005
727,-118.28658,34.02032
728,-118.28680390000001,34.0199838
729,-118.286579,34.0203226
730,-118.28667,34.020179999999996
731,-118.28667309999999,34.0201808
732,-118.28678000000001,34.020179999999996
733,-118.28666000000001,34.02036
734,-118.2866551,34.0203573
735,-118.28675,34.02022
736,-118.2867492,34.0202154
737,-118.28646,34.01997
738,-118.2864649,34.0199716
739,-118.28636000000002,34.020140000000005
740,-118.28633,34.020179999999996
741,-118.28631999999999,34.020179999999996
742,-118.28631999999999,34.02019
743,-118.28631000000001,34.02019
744,-118.2863,34.02019
745,-118.28627,34.020179999999996
746,-118.2862,34.02015
747,-118.28619690000001,34.0201481
748,-118.28513000000001,34.02017
749,-118.28513999999998,34.02016
750,-118.28515,34.02015
751,-118.28516,34.02015
752,-118.28516,34.020140000000005
753,-118.28517,34.020140000000005
754,-118.28518000000001,34.020140000000005
755,-118.28518000000001,34.02013
756,-118.28518999999999,34.02013
757,-118.2852,34.02013
758,-118.28521,34.02013
759,-118.28522,34.02013
760,-118.28523,34.02013
761,-118.28523999999999,34.02013
762,-118.28523999999999,34.020140000000005
763,-118.28525,34.020140000000005
764,-118.28526000000001,34.020140000000005
765,-118.28527,34.02015
766,-118.28528,34.02015
767,-118.28528,34.02016
768,-118.28528999999999,34.02016
769,-118.2851301,34.0201721
770,-118.2852874,34.0201639
771,-118.28513000000001,34.020179999999996
772,-118.28511999999999,34.020179999999996
773,-118.28511999999999,34.02019
774,-118.28511999999999,34.0202
775,-118.28511940000001,34.0202049
776,-118.28511999999999,34.02021
777,-118.28511909999999,34.0202065
778,-118.28427240000002,34.0198404
779,-118.28415,34.019870000000004
780,-118.28423000000001,34.0199
781,-118.28482,34.02016
782,-118.28415120000001,34.019868200000005
783,-118.28408999999999,34.01984
784,-118.28376000000002,34.019690000000004
785,-118.2834662,34.019564700000004
786,-118.2897304,34.0223652
787,-118.28901259999999,34.0219715
788,-118.28534209999998,34.0203498
789,-118.28375700000001,34.019690999999995
790,-118.28296,34.01934
791,-118.28291999999999,34.01933
792,-118.28411000000001,34.01981
793,-118.28418,34.01972
794,-118.28419,34.0197
795,-118.28421999999999,34.01968
796,-118.28426,34.019659999999995
797,-118.28433000000001,34.01963
798,-118.28442,34.01961
799,-118.28455,34.01941
800,-118.28464,34.01925
801,-118.2847,34.01917
802,-118.28476,34.01912
803,-118.2849,34.0189
804,-118.28501999999999,34.01878
805,-118.28506999999999,34.01873
806,-118.28511,34.01867
807,-118.28515,34.01862
808,-118.28523,34.01852
809,-118.28532,34.0184
810,-118.2841143,34.019811
811,-118.28536640000002,34.0183715
812,-118.2847551,34.0191244
813,-118.28412,34.01981
814,-118.28381,34.01972
815,-118.2838139,34.019716700000004
816,-118.28381999999999,34.01968
817,-118.28381609999998,34.0196756
818,-118.2834666,34.0195649
819,-118.28374,34.01964
820,-118.28373870000001,34.019643
821,-118.28372,34.01967
822,-118.28348999999999,34.019529999999996
823,-118.28348670000001,34.019533
824,-118.28341,34.01964
825,-118.28331999999999,34.0198
826,-118.28323999999999,34.019909999999996
827,-118.28316000000001,34.02005
828,-118.28296,34.02037
829,-118.2829608,34.0203686
830,-118.2833188,34.0198
831,-118.28409369999999,34.019842700000005
832,-118.2840936,34.019842600000004
833,-118.28371829999999,34.019674200000004
834,-118.28313,34.01938
835,-118.28312820000001,34.01937589999999
836,-118.2826397,34.0191634
837,-118.28301,34.01955
838,-118.2830148,34.0195547
839,-118.28299999999999,34.01936
840,-118.28302,34.01933
841,-118.28327,34.01892
842,-118.28343999999998,34.01866
843,-118.28348999999999,34.018570000000004
844,-118.28353,34.01851
845,-118.2835,34.01849
846,-118.28302109999998,34.0193288
847,-118.28349650000001,34.018491499999996
848,-118.28341999999999,34.01854
849,-118.28341770000002,34.0185375
850,-118.28318999999999,34.01889
851,-118.28336000000002,34.01862
852,-118.28299999999999,34.01928
853,-118.28300259999999,34.0192806
854,-118.28300290000001,34.0192808
855,-118.28294,34.0193
856,-118.28294369999999,34.01929620000001
857,-118.28347,34.01832
858,-118.28347420000001,34.0183222
859,-118.2913946,34.0183789
860,-118.2877897,34.0183773
861,-118.28336000000002,34.01849
862,-118.28336000000002,34.01851
863,-118.2833575,34.0185097
864,-118.28345,34.01847
865,-118.2834511,34.0184705
866,-118.28312,34.01835
867,-118.28312379999998,34.0183523
868,-118.28241000000001,34.01833
869,-118.28241159999999,34.0183348
870,-118.28343000000001,34.01835
871,-118.2834318,34.018353600000005
872,-118.28343100000001,34.018353600000005
873,-118.28311000000001,34.01832
874,-118.2831135,34.018316299999995
875,-118.28312,34.01834
876,-118.28313,34.018370000000004
877,-118.28313999999999,34.01838
878,-118.28315,34.01838
879,-118.28336000000002,34.01847
880,-118.28338000000001,34.01852
881,-118.283123,34.0183523
882,-118.28312290000001,34.018352
883,-118.2829113,34.018358299999996
884,-118.2829148,34.0183581
885,-118.283123,34.018352
886,-118.28233999999999,34.018409999999996
887,-118.2823388,34.018414299999996
888,-118.28233,34.018409999999996
889,-118.28233229999998,34.0184146
890,-118.28237,34.0184
891,-118.28193999999999,34.01907
892,-118.28182,34.019259999999996
893,-118.28178,34.01932
894,-118.28155,34.01967
895,-118.28237209999999,34.018395399999996
896,-118.28154950000001,34.0196727
897,-118.28238999999999,34.018370000000004
898,-118.2823719,34.018395700000006
899,-118.2823867,34.018372899999996
900,-118.2820547,34.0188924
901,-118.28194450000001,34.0190661
902,-118.28178500000001,34.0193156
903,-118.28108,34.02042
904,-118.28108219999999,34.0204186
905,-118.2815483,34.0196744
